SCHOOL-LEVEL TEST-BY-TEST PASS AND PASS ADVANCED,,,,,,8/10/2015,,
DIVISION,SCHOOL,SUBJECT,GRADE,TEST,PASS 2013-2014,PASS 2014-2015,ADVANCED 2013-2014,ADVANCED 2014-2015
Chesterfield County ,Thelma Crenshaw Elementary,History and Social Sciences,Content Specific,VA Studies,69,92,13,34
Chesterfield County ,Thelma Crenshaw Elementary,Mathematics,Gr 3,Mathematics,66,67,8,14
Chesterfield County ,Thelma Crenshaw Elementary,Mathematics,Gr 4,Mathematics,83,90,11,19
Chesterfield County ,Thelma Crenshaw Elementary,Mathematics,Gr 5,Mathematics,56,77,6,10
Chesterfield County ,Thelma Crenshaw Elementary,Mathematics,Gr 6,Mathematics,100,100,24,28
Chesterfield County ,Thelma Crenshaw Elementary,Science,Gr 5,Science,61,79,4,11
Chesterfield County ,Thomas Dale High,English: Reading,End of Course,English Reading,93,93,6,6
Chesterfield County ,Thomas Dale High,English: Writing,End of Course,Writing,83,81,16,15
Chesterfield County ,Thomas Dale High,History and Social Sciences,End of Course,Geography,100,100,7,21
Chesterfield County ,Thomas Dale High,History and Social Sciences,End of Course,VA & US History,88,87,9,5
Chesterfield County ,Thomas Dale High,History and Social Sciences,End of Course,World History I,76,77,5,5
Chesterfield County ,Thomas Dale High,History and Social Sciences,End of Course,World History II,84,90,7,6
Chesterfield County ,Thomas Dale High,Mathematics,End of Course,Algebra I,59,69,0,1
Chesterfield County ,Thomas Dale High,Mathematics,End of Course,Algebra II,89,96,13,13
Chesterfield County ,Thomas Dale High,Mathematics,End of Course,Geometry,67,73,5,3
Chesterfield County ,Thomas Dale High,Science,End of Course,Biology,84,87,6,11
Chesterfield County ,Thomas Dale High,Science,End of Course,Chemistry,92,95,9,8
Chesterfield County ,Thomas Dale High,Science,End of Course,Earth Science,86,87,4,2
Chesterfield County ,Tomahawk Creek Middle,English: Reading,Gr 6,English Reading,90,92,21,32
Chesterfield County ,Tomahawk Creek Middle,English: Reading,Gr 7,English Reading,91,90,23,37
Chesterfield County ,Tomahawk Creek Middle,English: Reading,Gr 8,English Reading,89,91,19,18
Chesterfield County ,Tomahawk Creek Middle,English: Writing,Gr 8,Writing,93,94,44,40
Chesterfield County ,Tomahawk Creek Middle,History and Social Sciences,Content Specific,Civics & Econ,99,98,59,55
Chesterfield County ,Tomahawk Creek Middle,Mathematics,Gr 6,Mathematics,87,91,13,17
Chesterfield County ,Tomahawk Creek Middle,Mathematics,Gr 7,Mathematics,90,89,24,26
Chesterfield County ,Tomahawk Creek Middle,Mathematics,Gr 8,Mathematics,94,93,40,44
Chesterfield County ,Tomahawk Creek Middle,Mathematics,End of Course,Algebra I,99,99,21,36
Chesterfield County ,Tomahawk Creek Middle,Mathematics,End of Course,Geometry,100,100,84,62
Chesterfield County ,Tomahawk Creek Middle,Science,Gr 8,Science,88,90,14,16
Chesterfield County ,Tomahawk Creek Middle,Science,End of Course,Earth Science,100,100,56,48
Chesterfield County ,W.W. Gordon Elementary,English: Reading,Gr 3,English Reading,85,84,17,37
Chesterfield County ,W.W. Gordon Elementary,English: Reading,Gr 4,English Reading,91,90,34,26
Chesterfield County ,W.W. Gordon Elementary,English: Reading,Gr 5,English Reading,85,96,18,50
Chesterfield County ,W.W. Gordon Elementary,History and Social Sciences,Content Specific,VA Studies,100,98,80,64
Chesterfield County ,W.W. Gordon Elementary,Mathematics,Gr 3,Mathematics,81,85,18,28
Chesterfield County ,W.W. Gordon Elementary,Mathematics,Gr 4,Mathematics,97,94,52,35
Chesterfield County ,W.W. Gordon Elementary,Mathematics,Gr 5,Mathematics,84,94,16,43
Chesterfield County ,W.W. Gordon Elementary,Mathematics,Gr 6,Mathematics,100,100,31,40
Chesterfield County ,W.W. Gordon Elementary,Science,Gr 5,Science,87,96,27,40
Chesterfield County ,Winterpock Elementary,English: Reading,Gr 3,English Reading,89,93,37,40
Chesterfield County ,Winterpock Elementary,English: Reading,Gr 4,English Reading,93,92,47,40
Chesterfield County ,Winterpock Elementary,English: Reading,Gr 5,English Reading,93,97,41,51
Chesterfield County ,Winterpock Elementary,History and Social Sciences,Content Specific,VA Studies,95,96,61,69
Chesterfield County ,Winterpock Elementary,Mathematics,Gr 3,Mathematics,96,92,39,37
Chesterfield County ,Winterpock Elementary,Mathematics,Gr 4,Mathematics,97,98,61,55
Chesterfield County ,Winterpock Elementary,Mathematics,Gr 5,Mathematics,89,99,20,25
Chesterfield County ,Winterpock Elementary,Mathematics,Gr 6,Mathematics,100,100,73,80
Chesterfield County ,Winterpock Elementary,Science,Gr 5,Science,94,98,45,49
Chesterfield County ,Woolridge Elementary,English: Reading,Gr 3,English Reading,82,91,18,40
Chesterfield County ,Woolridge Elementary,English: Reading,Gr 4,English Reading,81,92,20,33
Chesterfield County ,Woolridge Elementary,English: Reading,Gr 5,English Reading,91,95,35,43
Chesterfield County ,Woolridge Elementary,History and Social Sciences,Content Specific,VA Studies,99,97,52,58
Chesterfield County ,Woolridge Elementary,Mathematics,Gr 3,Mathematics,83,89,26,42
Chesterfield County ,Woolridge Elementary,Mathematics,Gr 4,Mathematics,90,93,14,40
Chesterfield County ,Woolridge Elementary,Mathematics,Gr 5,Mathematics,92,92,26,26
Chesterfield County ,Woolridge Elementary,Mathematics,Gr 6,Mathematics,100,100,78,56
Chesterfield County ,Woolridge Elementary,Science,Gr 5,Science,94,96,27,31
Clarke County ,Boyce Elementary,English: Reading,Gr 3,English Reading,58,61,17,19
Clarke County ,Boyce Elementary,English: Reading,Gr 4,English Reading,76,80,19,22
Clarke County ,Boyce Elementary,English: Reading,Gr 5,English Reading,75,80,22,20
Clarke County ,Boyce Elementary,History and Social Sciences,Content Specific,VA Studies,86,54,55,12
Clarke County ,Boyce Elementary,Mathematics,Gr 3,Mathematics,40,55,10,9
Clarke County ,Boyce Elementary,Mathematics,Gr 4,Mathematics,69,61,4,10
Clarke County ,Boyce Elementary,Mathematics,Gr 5,Mathematics,57,71,24,16
Clarke County ,Boyce Elementary,Science,Gr 5,Science,76,82,22,24
Clarke County ,Clarke County High,English: Reading,Gr 8,English Reading,,<,,<
Clarke County ,Clarke County High,English: Reading,End of Course,English Reading,89,93,7,12
Clarke County ,Clarke County High,English: Writing,End of Course,Writing,80,85,18,20
Clarke County ,Clarke County High,History and Social Sciences,End of Course,VA & US History,92,92,13,17
Clarke County ,Clarke County High,History and Social Sciences,End of Course,World History I,90,96,14,15
Clarke County ,Clarke County High,History and Social Sciences,End of Course,World History II,74,75,10,11
Clarke County ,Clarke County High,Mathematics,End of Course,Algebra I,77,93,2,4
Clarke County ,Clarke County High,Mathematics,End of Course,Algebra II,78,87,9,8
Clarke County ,Clarke County High,Mathematics,End of Course,Geometry,67,75,4,1
Clarke County ,Clarke County High,Science,End of Course,Biology,86,89,10,7
Clarke County ,Clarke County High,Science,End of Course,Chemistry,82,86,3,4
Clarke County ,Clarke County High,Science,End of Course,Earth Science,88,89,6,3
Clarke County ,D.G. Cooley Elementary,English: Reading,Gr 3,English Reading,63,64,12,15
Clarke County ,D.G. Cooley Elementary,English: Reading,Gr 4,English Reading,73,76,16,10
Clarke County ,D.G. Cooley Elementary,English: Reading,Gr 5,English Reading,78,77,15,17
Clarke County ,D.G. Cooley Elementary,History and Social Sciences,Content Specific,VA Studies,89,87,41,37
Clarke County ,D.G. Cooley Elementary,Mathematics,Gr 3,Mathematics,59,56,9,9
Clarke County ,D.G. Cooley Elementary,Mathematics,Gr 4,Mathematics,76,85,19,15
Clarke County ,D.G. Cooley Elementary,Mathematics,Gr 5,Mathematics,74,72,8,24
Clarke County ,D.G. Cooley Elementary,Science,Gr 5,Science,81,83,19,21
Clarke County ,Johnson-Williams Middle,English: Reading,Gr 6,English Reading,73,72,12,9
Clarke County ,Johnson-Williams Middle,English: Reading,Gr 7,English Reading,71,80,17,12
Clarke County ,Johnson-Williams Middle,English: Reading,Gr 8,English Reading,72,77,11,11
Clarke County ,Johnson-Williams Middle,English: Writing,Gr 8,Writing,71,73,11,14
Clarke County ,Johnson-Williams Middle,History and Social Sciences,Content Specific,Civics & Econ,81,80,22,20
Clarke County ,Johnson-Williams Middle,Mathematics,Gr 6,Mathematics,91,89,24,28
Clarke County ,Johnson-Williams Middle,Mathematics,Gr 7,Mathematics,72,82,24,16
Clarke County ,Johnson-Williams Middle,Mathematics,Gr 8,Mathematics,<,60,<,60
Clarke County ,Johnson-Williams Middle,Mathematics,End of Course,Algebra I,71,84,2,3
Clarke County ,Johnson-Williams Middle,Mathematics,End of Course,Algebra II,<,,<,
Clarke County ,Johnson-Williams Middle,Mathematics,End of Course,Geometry,100,100,24,8
Clarke County ,Johnson-Williams Middle,Science,Gr 8,Science,77,82,10,11
Colonial Beach ,Colonial Beach Elementary,English: Reading,Gr 3,English Reading,69,66,8,10
Colonial Beach ,Colonial Beach Elementary,English: Reading,Gr 4,English Reading,67,78,11,3
Colonial Beach ,Colonial Beach Elementary,English: Reading,Gr 5,English Reading,50,72,14,10
Colonial Beach ,Colonial Beach Elementary,English: Reading,Gr 6,English Reading,68,68,0,10
Colonial Beach ,Colonial Beach Elementary,English: Reading,Gr 7,English Reading,72,89,6,11
Colonial Beach ,Colonial Beach Elementary,English: Reading,Gr 8,English Reading,<,,<,
Colonial Beach ,Colonial Beach Elementary,History and Social Sciences,Content Specific,VA Studies,65,,12,
Colonial Beach ,Colonial Beach Elementary,Mathematics,Gr 3,Mathematics,78,83,28,19
Colonial Beach ,Colonial Beach Elementary,Mathematics,Gr 4,Mathematics,58,85,13,13
Colonial Beach ,Colonial Beach Elementary,Mathematics,Gr 5,Mathematics,53,69,8,21
Colonial Beach ,Colonial Beach Elementary,Mathematics,Gr 6,Mathematics,73,74,5,7
Colonial Beach ,Colonial Beach Elementary,Mathematics,Gr 7,Mathematics,55,76,13,12
Colonial Beach ,Colonial Beach Elementary,Mathematics,End of Course,Algebra I,<,,<,
Colonial Beach ,Colonial Beach Elementary,Science,Gr 5,Science,58,69,6,3
Colonial Beach ,Colonial Beach High,English: Reading,Gr 8,English Reading,46,83,4,2
Colonial Beach ,Colonial Beach High,English: Reading,End of Course,English Reading,85,92,4,8
Colonial Beach ,Colonial Beach High,English: Writing,Gr 8,Writing,46,67,0,4
Colonial Beach ,Colonial Beach High,English: Writing,End of Course,Writing,77,73,12,5
Colonial Beach ,Colonial Beach High,History and Social Sciences,Content Specific,Civics & Econ,65,93,13,24
Colonial Beach ,Colonial Beach High,History and Social Sciences,End of Course,Geography,87,,20,
Colonial Beach ,Colonial Beach High,History and Social Sciences,End of Course,VA & US History,83,87,2,13
Colonial Beach ,Colonial Beach High,History and Social Sciences,End of Course,World History I,88,87,12,4
Colonial Beach ,Colonial Beach High,History and Social Sciences,End of Course,World History II,79,84,10,5
Colonial Beach ,Colonial Beach High,Mathematics,Gr 8,Mathematics,35,62,2,0
Colonial Beach ,Colonial Beach High,Mathematics,End of Course,Algebra I,56,65,0,0
Colonial Beach ,Colonial Beach High,Mathematics,End of Course,Algebra II,23,82,0,0
Colonial Beach ,Colonial Beach High,Mathematics,End of Course,Geometry,61,60,2,0
Colonial Beach ,Colonial Beach High,Science,Gr 8,Science,59,85,0,11
Colonial Beach ,Colonial Beach High,Science,End of Course,Biology,85,89,12,4
Colonial Beach ,Colonial Beach High,Science,End of Course,Chemistry,60,86,0,7
Colonial Beach ,Colonial Beach High,Science,End of Course,Earth Science,62,76,3,3
Colonial Heights City ,Colonial Heights High,English: Reading,Gr 8,English Reading,<,,<,
Colonial Heights City ,Colonial Heights High,English: Reading,End of Course,English Reading,89,88,9,6
Colonial Heights City ,Colonial Heights High,English: Writing,End of Course,Writing,85,85,22,18
Colonial Heights City ,Colonial Heights High,History and Social Sciences,End of Course,VA & US History,86,87,18,21
Colonial Heights City ,Colonial Heights High,History and Social Sciences,End of Course,World History I,76,93,6,12
Colonial Heights City ,Colonial Heights High,History and Social Sciences,End of Course,World History II,82,87,9,16
Colonial Heights City ,Colonial Heights High,Mathematics,Gr 8,Mathematics,<,<,<,<
Colonial Heights City ,Colonial Heights High,Mathematics,End of Course,Algebra I,74,79,1,0
Colonial Heights City ,Colonial Heights High,Mathematics,End of Course,Algebra II,73,79,11,11
Colonial Heights City ,Colonial Heights High,Mathematics,End of Course,Geometry,77,82,6,8
Colonial Heights City ,Colonial Heights High,Science,End of Course,Biology,89,87,8,12
Colonial Heights City ,Colonial Heights High,Science,End of Course,Chemistry,96,97,17,7
Colonial Heights City ,Colonial Heights High,Science,End of Course,Earth Science,82,84,11,9
Colonial Heights City ,Colonial Heights Middle,English: Reading,Gr 6,English Reading,74,76,15,17
Colonial Heights City ,Colonial Heights Middle,English: Reading,Gr 7,English Reading,83,85,17,12
Colonial Heights City ,Colonial Heights Middle,English: Reading,Gr 8,English Reading,77,80,8,10
Colonial Heights City ,Colonial Heights Middle,English: Writing,Gr 8,Writing,66,66,8,14
Colonial Heights City ,Colonial Heights Middle,History and Social Sciences,Content Specific,Civics & Econ,94,93,52,47
Colonial Heights City ,Colonial Heights Middle,Mathematics,Gr 6,Mathematics,81,87,17,18
Colonial Heights City ,Colonial Heights Middle,Mathematics,Gr 7,Mathematics,79,81,20,14
Colonial Heights City ,Colonial Heights Middle,Mathematics,Gr 8,Mathematics,71,74,3,1
Colonial Heights City ,Colonial Heights Middle,Mathematics,End of Course,Algebra I,98,98,13,27
Colonial Heights City ,Colonial Heights Middle,Mathematics,End of Course,Geometry,100,<,0,<
Colonial Heights City ,Colonial Heights Middle,Science,Gr 8,Science,81,80,8,11
Colonial Heights City ,Lakeview Elementary,English: Reading,Gr 3,English Reading,75,85,11,12
Colonial Heights City ,Lakeview Elementary,English: Reading,Gr 4,English Reading,80,86,14,16
Colonial Heights City ,Lakeview Elementary,English: Reading,Gr 5,English Reading,64,80,16,20
Colonial Heights City ,Lakeview Elementary,History and Social Sciences,Content Specific,VA Studies,88,87,44,38
Colonial Heights City ,Lakeview Elementary,Mathematics,Gr 3,Mathematics,65,88,13,15
Colonial Heights City ,Lakeview Elementary,Mathematics,Gr 4,Mathematics,84,92,30,33
Colonial Heights City ,Lakeview Elementary,Mathematics,Gr 5,Mathematics,80,87,24,26
Colonial Heights City ,Lakeview Elementary,Science,Gr 5,Science,76,80,20,13
Colonial Heights City ,North Elementary,English: Reading,Gr 3,English Reading,73,79,14,5
Colonial Heights City ,North Elementary,English: Reading,Gr 4,English Reading,73,82,16,22
Colonial Heights City ,North Elementary,English: Reading,Gr 5,English Reading,66,85,5,26
Colonial Heights City ,North Elementary,History and Social Sciences,Content Specific,VA Studies,96,94,50,56
Colonial Heights City ,North Elementary,Mathematics,Gr 3,Mathematics,77,80,21,9
Colonial Heights City ,North Elementary,Mathematics,Gr 4,Mathematics,76,90,24,34
Colonial Heights City ,North Elementary,Mathematics,Gr 5,Mathematics,83,84,14,28
Colonial Heights City ,North Elementary,Science,Gr 5,Science,69,84,7,19
Colonial Heights City ,Tussing Elementary,English: Reading,Gr 3,English Reading,73,80,10,16
Colonial Heights City ,Tussing Elementary,English: Reading,Gr 4,English Reading,75,86,14,22
Colonial Heights City ,Tussing Elementary,English: Reading,Gr 5,English Reading,74,79,19,14
Colonial Heights City ,Tussing Elementary,History and Social Sciences,Content Specific,VA Studies,91,92,49,52
Colonial Heights City ,Tussing Elementary,Mathematics,Gr 3,Mathematics,67,77,11,16
Colonial Heights City ,Tussing Elementary,Mathematics,Gr 4,Mathematics,84,90,34,35
Colonial Heights City ,Tussing Elementary,Mathematics,Gr 5,Mathematics,77,79,29,26
Colonial Heights City ,Tussing Elementary,Science,Gr 5,Science,76,83,16,12
Covington City ,Covington High,English: Reading,Gr 8,English Reading,60,65,6,4
Covington City ,Covington High,English: Reading,End of Course,English Reading,96,96,4,9
Covington City ,Covington High,English: Writing,Gr 8,Writing,61,55,10,11
Covington City ,Covington High,English: Writing,End of Course,Writing,89,87,11,26
Covington City ,Covington High,History and Social Sciences,Content Specific,Civics & Econ,70,78,11,10
Covington City ,Covington High,History and Social Sciences,End of Course,Geography,84,78,5,4
Covington City ,Covington High,History and Social Sciences,End of Course,VA & US History,84,83,0,13
Covington City ,Covington High,History and Social Sciences,End of Course,World History I,90,100,3,14
Covington City ,Covington High,Mathematics,Gr 8,Mathematics,43,77,4,4
Covington City ,Covington High,Mathematics,End of Course,Algebra I,65,74,2,2
Covington City ,Covington High,Mathematics,End of Course,Algebra II,45,76,0,3
Covington City ,Covington High,Mathematics,End of Course,Geometry,83,50,0,3
